question_id,prediction,target,answer_type,small_answer_type_target,small_answer_type_prediction,answer_type_prediction
83259,brown,brown,other,color,color,other
89194,standing,sitting,other,action,action,other
154107,2,0,number,number,number,number
50267,pink,white,other,color,color,other
44833,brown,white,other,color,color,other
27131,yes,yes,yes/no,yes/no,yes/no,yes/no
76181,person,girl,other,human,human,other
78159,plate,glass,other,object,object,other
100462,livingroom,livingroom,other,location,location,other
85346,yes,pink,other,color,yes/no,yes/no
65708,purple,blue,other,color,color,other
42444,white,white,other,color,color,other
9099,1,2,number,number,number,number
83809,white,green,other,color,color,other
36886,book,book,other,object,object,other
93513,wood,wood,other,color,color,other
29568,yes,yes,yes/no,yes/no,yes/no,yes/no
84800,black,blue,other,color,color,other
13315,2,3,number,number,number,number
12600,2,2,number,number,number,number
98743,standing,sitting,other,action,action,other
100197,wood,wood,other,color,color,other
42453,green,green,other,color,color,other
57385,pink,red,other,color,color,other
16637,2,2,number,number,number,number
65909,blue,brown,other,color,color,other
96872,chair,bed,other,object,object,other
38048,standing,standing,other,action,action,other
11694,2,2,number,number,number,number
51185,purple,purple,other,color,color,other
87910,standing,sitting,other,action,action,other
11794,2,3,number,number,number,number
80881,cupboard,blackboard,other,object,object,other
49000,brown,white,other,color,color,other
64892,red,red,other,color,color,other
16440,2,many,number,number,number,number
138326,3,0,number,number,number,number
71398,wall,plant,other,object,object,other
42373,blue,white,other,color,color,other
58438,red,blue,other,color,color,other
8962,2,2,number,number,number,number
84855,pink,black,other,color,color,other
53703,red,white,other,color,color,other
469,standing,sitting,other,action,action,other
75437,bottle,bottle,other,object,object,other
72458,tree,sky,other,object,object,other
64266,blue,purple,other,color,color,other
97301,table,table,other,object,object,other
17245,2,2,number,number,number,number
46274,blue,pink,other,color,color,other
78723,bottle,glasses,other,object,object,other
72968,building,sky,other,object,object,other
36007,yes,yes,yes/no,yes/no,yes/no,yes/no
529,sitting,sitting,other,action,action,other
1248,sitting,sitting,other,action,action,other
102706,chair,chair,other,object,object,other
60642,blue,blue,other,color,color,other
78301,plate,plate,other,object,object,other
49345,brown,brown,other,color,color,other
30357,yes,yes,yes/no,yes/no,yes/no,yes/no
71659,sky,sky,other,object,object,other
71100,building,building,other,object,object,other
87263,standing,sitting,other,action,action,other
30179,yes,yes,yes/no,yes/no,yes/no,yes/no
62858,green,green,other,color,color,other
77547,sign,tree,other,object,object,other
44380,pink,pink,other,color,color,other
103058,background,background,other,other,other,other
80145,picture,picture,other,object,object,other
64447,blue,blue,other,color,color,other
35151,yes,yes,yes/no,yes/no,yes/no,yes/no
71663,sky,sky,other,object,object,other
77191,car,car,other,object,object,other
100388,phone,clock,other,object,object,other
8269,2,1,number,number,number,number
101503,front,front,other,other,other,other
12075,1,2,number,number,number,number
85538,purple,dark,other,color,color,other
80114,window,blackboard,other,object,object,other
96509,standing,lying,other,action,action,other
28742,yes,yes,yes/no,yes/no,yes/no,yes/no
99413,chair,chair,other,object,object,other
35064,yes,yes,yes/no,yes/no,yes/no,yes/no
36307,yes,yes,yes/no,yes/no,yes/no,yes/no
86919,green,green,other,color,color,other
41727,white,white,other,color,color,other
43482,green,green,other,color,color,other
68309,window,background,other,other,object,other
102031,ceiling,ceiling,other,object,object,other
42802,blue,blue,other,color,color,other
96743,sitting,sitting,other,action,action,other
59941,purple,blue,other,color,color,other
54722,white,white,other,color,color,other
30212,yes,yes,yes/no,yes/no,yes/no,yes/no
128717,yes,yes,yes/no,yes/no,yes/no,yes/no
63078,green,green,other,color,color,other
1163,standing,both,other,other,action,other
52604,blue,blue,other,color,color,other
81824,standing,parked,other,action,action,other
2032,yes,yes,yes/no,yes/no,yes/no,yes/no
49718,green,red,other,color,color,other
97862,rectangle,large,other,other,object,other
78587,plate,laptop,other,object,object,other
24813,standing,sitting,other,action,action,other
20579,yes,yes,yes/no,yes/no,yes/no,yes/no
57277,red,green,other,color,color,other
16146,2,1,number,number,number,number
63076,pink,pink,other,color,color,other
101950,room,room,other,object,object,other
7060,yes,yes,yes/no,yes/no,yes/no,yes/no
11944,2,2,number,number,number,number
51974,red,black,other,color,color,other
50495,blue,red,other,color,color,other
96387,glasses,glasses,other,object,object,other
145639,no,no,yes/no,yes/no,yes/no,yes/no
62181,brown,green,other,color,color,other
41453,red,red,other,color,color,other
91462,microphone,phone,other,object,object,other
1259,standing,standing,other,action,action,other
140878,no,no,yes/no,yes/no,yes/no,yes/no
15637,3,3,number,number,number,number
85584,brown,purple,other,color,color,other
70009,curtain,curtain,other,object,object,other
84625,white,white,other,color,color,other
37079,standing,standing,other,action,action,other
60641,blue,blue,other,color,color,other
93485,black,gray,other,color,color,other
101870,kitchen,kitchen,other,location,location,other
15897,2,3,number,number,number,number
46550,white,white,other,color,color,other
66171,red,green,other,color,color,other
8396,2,3,number,number,number,number
32684,yes,yes,yes/no,yes/no,yes/no,yes/no
76976,table,picture,other,object,object,other
84475,white,white,other,color,color,other
16605,2,2,number,number,number,number
21534,sitting,sitting,other,action,action,other
65635,purple,purple,other,color,color,other
8555,2,2,number,number,number,number
38386,standing,sitting,other,action,action,other
52470,blue,gray,other,color,color,other
1102,yes,yes,yes/no,yes/no,yes/no,yes/no
56946,black,black,other,color,color,other
74236,people,fire,other,object,human,other
48027,red,red,other,color,color,other
81948,standing,standing,other,action,action,other
35463,yes,yes,yes/no,yes/no,yes/no,yes/no
153800,yes,yes,yes/no,yes/no,yes/no,yes/no
12034,2,3,number,number,number,number
77707,table,suitcase,other,object,object,other
17213,1,1,number,number,number,number
13461,3,3,number,number,number,number
73947,wall,grass,other,object,object,other
33865,yes,yes,yes/no,yes/no,yes/no,yes/no
71003,door,building,other,object,object,other
145786,yes,no,yes/no,yes/no,yes/no,yes/no
56301,gray,green,other,color,color,other
1262,sitting,standing,other,action,action,other
65506,purple,red,other,color,color,other
95168,phone,wheel,other,object,object,other
88910,standing,standing,other,action,action,other
100569,courtroom,courtroom,other,other,other,other
30268,yes,yes,yes/no,yes/no,yes/no,yes/no
28982,yes,yes,yes/no,yes/no,yes/no,yes/no
23126,standing,standing,other,action,action,other
38218,standing,standing,other,action,action,other
31521,yes,yes,yes/no,yes/no,yes/no,yes/no
88881,standing,sitting,other,action,action,other
37327,sitting,sitting,other,action,action,other
100007,white,white,other,color,color,other
97540,standing,standing,other,action,action,other
85679,blue,blue,other,color,color,other
41760,red,red,other,color,color,other
38041,standing,standing,other,action,action,other
98216,wood,wood,other,color,color,other
69887,laptop,picture,other,object,object,other
6728,yes,yes,yes/no,yes/no,yes/no,yes/no
73937,tree,building,other,object,object,other
60868,blue,blue,other,color,color,other
68850,bookshelf,shelves,other,object,object,other
37774,standing,standing,other,action,action,other
70110,tree,car,other,object,object,other
15436,2,2,number,number,number,number
56680,red,red,other,color,color,other
86816,green,pink,other,color,color,other
16043,2,1,number,number,number,number
143466,no,yes,yes/no,yes/no,yes/no,yes/no
42917,blue,blue,other,color,color,other
2274,yes,yes,yes/no,yes/no,yes/no,yes/no
47112,red,red,other,color,color,other
32054,yes,yes,yes/no,yes/no,yes/no,yes/no
11126,1,1,number,number,number,number
77149,people,bus,other,object,human,other
68404,wall,window,other,object,object,other
37668,standing,standing,other,action,action,other
15500,2,2,number,number,number,number
1776,standing,standing,other,action,action,other
56367,white,white,other,color,color,other
43495,blue,white,other,color,color,other
7813,2,1,number,number,number,number
94121,standing,sitting,other,action,action,other
102013,bed,couch,other,object,object,other
15047,group,4,number,number,other,other
86698,pink,pink,other,color,color,other
86459,pink,pink,other,color,color,other
34765,yes,yes,yes/no,yes/no,yes/no,yes/no
22839,yes,no,yes/no,yes/no,yes/no,yes/no
71168,wall,door,other,object,object,other
98260,night,night,other,other,other,other
42303,blue,blue,other,color,color,other
101378,background,left,other,location,other,other
89911,standing,standing,other,action,action,other
53223,blue,red,other,color,color,other
32895,yes,yes,yes/no,yes/no,yes/no,yes/no
97506,background,background,other,other,other,other
77775,chair,plant,other,object,object,other
36492,dog,dog,other,object,object,other
61076,red,red,other,color,color,other
73798,bag,toy,other,object,object,other
39229,chair,stairs,other,object,object,other
101802,background,background,other,other,other,other
12389,group,many,number,number,other,other
83544,black,blue,other,color,color,other
38608,sitting,eating,other,action,action,other
61074,purple,green,other,color,color,other
17026,2,2,number,number,number,number
11251,3,2,number,number,number,number
57935,blue,purple,other,color,color,other
16133,2,3,number,number,number,number
14923,2,2,number,number,number,number
30059,yes,yes,yes/no,yes/no,yes/no,yes/no
10872,2,2,number,number,number,number
48987,green,green,other,color,color,other
852,yes,yes,yes/no,yes/no,yes/no,yes/no
21306,yes,yes,yes/no,yes/no,yes/no,yes/no
90963,phone,doll,other,object,object,other
92178,building,car,other,object,object,other
88980,standing,sitting,other,action,action,other
62220,purple,purple,other,color,color,other
48337,red,brown,other,color,color,other
132974,yes,yes,yes/no,yes/no,yes/no,yes/no
95641,phone,bottle,other,object,object,other
102684,chair,chair,other,object,object,other
75330,light,light,other,object,object,other
46669,brown,red,other,color,color,other
81537,sitting,sitting,other,action,action,other
103052,background,right,other,color,other,other
61571,blue,blue,other,color,color,other
94575,standing,sitting,other,action,action,other
92604,glasses,glasses,other,object,object,other
74114,book,box,other,object,object,other
76261,lamp,stick,other,object,object,other
32500,yes,yes,yes/no,yes/no,yes/no,yes/no
101364,sidewalk,sidewalk,other,location,location,other
161556,no,no,yes/no,yes/no,yes/no,yes/no
10934,2,2,number,number,number,number
75007,pillow,pillow,other,object,object,other
52046,gray,gray,other,color,color,other
89438,standing,standing,other,action,action,other
61672,blue,blue,other,color,color,other
28193,yes,yes,yes/no,yes/no,yes/no,yes/no
27098,yes,yes,yes/no,yes/no,yes/no,yes/no
12310,1,2,number,number,number,number
39993,glasses,glass,other,object,object,other
100818,night,night,other,other,other,other
45221,pink,red,other,color,color,other
96671,phone,toothbrush,other,object,object,other
96575,phone,phone,other,object,object,other
76688,microphone,microphone,other,object,object,other
24194,no,yes,yes/no,yes/no,yes/no,yes/no
45445,green,black,other,color,color,other
49370,brown,brown,other,color,color,other
97332,blue,brown,other,color,color,other
7383,1,3,number,number,number,number
8002,1,1,number,number,number,number
53878,green,black,other,color,color,other
11854,2,2,number,number,number,number
70103,horse,people,other,human,object,other
93431,white,white,other,color,color,other
92006,car,car,other,object,object,other
97504,standing,sidewalk,other,location,action,other
44404,blue,blue,other,color,color,other
82899,purple,green,other,color,color,other
76890,cupboard,television,other,other,object,other
45544,pink,green,other,color,color,other
82016,sky,sky,other,object,object,other
16027,2,2,number,number,number,number
59401,purple,purple,other,color,color,other
72602,wall,wall,other,object,object,other
76829,table,table,other,object,object,other
152363,2,2,number,number,number,number
84287,blue,blue,other,color,color,other
32082,yes,yes,yes/no,yes/no,yes/no,yes/no
61520,brown,white,other,color,color,other
52961,blue,green,other,color,color,other
78462,plate,lamp,other,object,object,other
82057,dog,duck,other,object,object,other
7155,no,yes,yes/no,yes/no,yes/no,yes/no
46925,pink,red,other,color,color,other
126945,no,no,yes/no,yes/no,yes/no,yes/no
976,left,front,other,other,location,other
93355,brown,pink,other,color,color,other
97760,wood,wood,other,color,color,other
49986,green,purple,other,color,color,other
88287,man,bed,other,object,human,other
90274,stick,book,other,object,object,other
94596,standing,standing,other,action,action,other
20042,many,2,number,number,number,number
57307,black,green,other,color,color,other
40119,phone,tablet,other,object,object,other
32554,yes,yes,yes/no,yes/no,yes/no,yes/no
100034,red,eyeglasses,other,object,color,other
74500,cloud,cloud,other,object,object,other
84149,black,blue,other,color,color,other
93794,standing,standing,other,action,action,other
80556,picture,picture,other,object,object,other
83000,white,white,other,color,color,other
150984,no,no,yes/no,yes/no,yes/no,yes/no
118731,cloud,male,other,human,object,other
42031,brown,green,other,color,color,other
39509,metal,wood,other,color,object,other
36047,yes,yes,yes/no,yes/no,yes/no,yes/no
49844,wooden,wooden,other,color,color,other
6759,no,no,yes/no,yes/no,yes/no,yes/no
27742,yes,yes,yes/no,yes/no,yes/no,yes/no
46442,purple,blue,other,color,color,other
49783,purple,purple,other,color,color,other
97776,courtroom,sitting,other,action,other,other
74174,building,mountain,other,object,object,other
106811,1,0,number,number,number,number
68621,wall,tree,other,object,object,other
98064,necklace,necklace,other,object,object,other
106650,no,no,yes/no,yes/no,yes/no,yes/no
49257,purple,brown,other,color,color,other
49193,purple,white,other,color,color,other
43089,blue,blue,other,color,color,other
102956,right,floor,other,object,color,other
85163,red,red,other,color,color,other
63983,green,green,other,color,color,other
92772,hat,crown,other,object,object,other
70386,tree,fence,other,object,object,other
86280,blue,red,other,color,color,other
99941,white,no,yes/no,yes/no,color,other
11541,4,4,number,number,number,number
26618,yes,yes,yes/no,yes/no,yes/no,yes/no
75399,box,phone,other,object,object,other
54848,white,black,other,color,color,other
88103,sitting,standing,other,action,action,other
68624,curtain,window,other,object,object,other
27130,yes,yes,yes/no,yes/no,yes/no,yes/no
69289,building,tree,other,object,object,other
39543,eyeglasses,food,other,object,object,other
12456,2,3,number,number,number,number
92245,door,wall,other,object,object,other
404,yes,yes,yes/no,yes/no,yes/no,yes/no
75890,snow,snow,other,other,other,other
77358,bottle,clock,other,object,object,other
78302,laptop,glasses,other,object,object,other
100647,winter,winter,other,other,other,other
10430,3,3,number,number,number,number
103404,man,man,other,human,human,other
61725,blue,green,other,color,color,other
73134,curtain,curtain,other,object,object,other
2282,yes,yes,yes/no,yes/no,yes/no,yes/no
50199,purple,blue,other,color,color,other
80002,picture,picture,other,object,object,other
11042,1,1,number,number,number,number
45650,blue,purple,other,color,color,other
86115,blue,blue,other,color,color,other
42864,blue,blue,other,color,color,other
23292,yes,yes,yes/no,yes/no,yes/no,yes/no
83662,green,green,other,color,color,other
45987,red,red,other,color,color,other
15865,2,2,number,number,number,number
40416,glasses,eyeglasses,other,object,object,other
60644,blue,blue,other,color,color,other
73602,people,road,other,object,human,other
66653,book,glass,other,object,object,other
79180,picture,picture,other,object,object,other
38051,standing,standing,other,action,action,other
100161,fence,white,other,color,object,other
83763,pink,pink,other,color,color,other
62781,green,purple,other,color,color,other
58317,white,gray,other,color,color,other
42196,red,red,other,color,color,other
17048,2,3,number,number,number,number
101623,sidewalk,road,other,object,location,other
70198,microphone,microphone,other,object,object,other
60225,white,white,other,color,color,other
62937,blue,purple,other,color,color,other
41932,green,purple,other,color,color,other
101329,ceiling,ceiling,other,object,object,other
129172,yes,no,yes/no,yes/no,yes/no,yes/no
44384,pink,brown,other,color,color,other
63595,blue,blue,other,color,color,other
143958,no,no,yes/no,yes/no,yes/no,yes/no
95856,phone,phone,other,object,object,other
70411,curtain,podium,other,object,object,other
60614,purple,blue,other,color,color,other
63912,green,green,other,color,color,other
39683,standing,standing,other,action,action,other
93754,standing,standing,other,action,action,other
80971,tree,tree,other,object,object,other
50464,blue,blue,other,color,color,other
62234,red,white,other,color,color,other
28825,yes,yes,yes/no,yes/no,yes/no,yes/no
8832,2,3,number,number,number,number
85674,purple,purple,other,color,color,other
34340,yes,yes,yes/no,yes/no,yes/no,yes/no
32272,yes,yes,yes/no,yes/no,yes/no,yes/no
21416,yes,yes,yes/no,yes/no,yes/no,yes/no
11812,2,1,number,number,number,number
710,standing,standing,other,action,action,other
7149,yes,yes,yes/no,yes/no,yes/no,yes/no
32198,yes,yes,yes/no,yes/no,yes/no,yes/no
81741,brick,brick,other,color,color,other
23670,yes,yes,yes/no,yes/no,yes/no,yes/no
25602,yes,no,yes/no,yes/no,yes/no,yes/no
68921,building,building,other,object,object,other
40374,floor,ground,other,other,object,other
102067,bed,couch,other,object,object,other
33183,yes,yes,yes/no,yes/no,yes/no,yes/no
28346,yes,yes,yes/no,yes/no,yes/no,yes/no
103646,man,person,other,human,human,other
49444,pink,pink,other,color,color,other
37325,standing,standing,other,action,action,other
35183,yes,yes,yes/no,yes/no,yes/no,yes/no
13608,2,3,number,number,number,number
68705,wall,door,other,object,object,other
62777,pink,pink,other,color,color,other
11100,2,2,number,number,number,number
35388,yes,yes,yes/no,yes/no,yes/no,yes/no
16157,2,2,number,number,number,number
92957,suit,hat,other,object,object,other
60618,blue,blue,other,color,color,other
82219,green,green,other,color,color,other
15502,2,3,number,number,number,number
6745,yes,yes,yes/no,yes/no,yes/no,yes/no
100949,chair,couch,other,object,object,other
64487,blue,blue,other,color,color,other
48639,white,white,other,color,color,other
146652,yes,no,yes/no,yes/no,yes/no,yes/no
13259,2,2,number,number,number,number
54838,white,pink,other,color,color,other
100060,metal,dirt,other,object,object,other
97253,dress,dress,other,object,object,other
13144,2,1,number,number,number,number
61110,red,red,other,color,color,other
29444,yes,yes,yes/no,yes/no,yes/no,yes/no
60885,blue,blue,other,color,color,other
39454,wood,wood,other,color,color,other
68657,wall,window,other,object,object,other
58431,red,red,other,color,color,other
87250,wood,wood,other,color,color,other
37401,standing,standing,other,action,action,other
39788,eating,sitting,other,action,action,other
87606,wood,wood,other,color,color,other
77734,car,car,other,object,object,other
51214,orange,pink,other,color,color,other
89535,standing,standing,other,action,action,other
100080,livingroom,room,other,object,location,other
90105,stick,stick,other,object,object,other
84134,brown,blue,other,color,color,other
95013,phone,paper,other,object,object,other
77405,book,clothes,other,object,object,other
12132,2,1,number,number,number,number
32672,yes,yes,yes/no,yes/no,yes/no,yes/no
17113,2,2,number,number,number,number
50447,purple,grey,other,color,color,other
1068,yes,yes,yes/no,yes/no,yes/no,yes/no
90140,stick,paper,other,object,object,other
45872,red,blue,other,color,color,other
14990,1,2,number,number,number,number
97514,standing,standing,other,action,action,other
45053,white,purple,other,color,color,other
62174,silver,pink,other,color,color,other
15495,2,2,number,number,number,number
69574,light,light,other,object,object,other
83130,brown,brown,other,color,color,other
101055,hat,white,other,color,object,other
39337,eyeglasses,glasses,other,object,object,other
69643,picture,picture,other,object,object,other
88871,standing,standing,other,action,action,other
72989,tree,mountain,other,object,object,other
102670,couch,bed,other,object,object,other
65127,blue,purple,other,color,color,other
17990,2,3,number,number,number,number
5503,yes,yes,yes/no,yes/no,yes/no,yes/no
59418,pink,orange,other,color,color,other
30204,yes,yes,yes/no,yes/no,yes/no,yes/no
71241,wall,bed,other,object,object,other
50698,gray,brown,other,color,color,other
16402,1,2,number,number,number,number
82214,white,white,other,color,color,other
32264,yes,yes,yes/no,yes/no,yes/no,yes/no
100605,livingroom,classroom,other,object,location,other
10611,2,2,number,number,number,number
50673,blue,black,other,color,color,other
17620,2,2,number,number,number,number
62726,pink,pink,other,color,color,other
54560,white,pink,other,color,color,other
17224,2,1,number,number,number,number
83247,red,black,other,color,color,other
62946,pink,pink,other,color,color,other
61055,blue,blue,other,color,color,other
37490,sitting,sitting,other,action,action,other
76878,tree,tree,other,object,object,other
46511,green,wooden,other,color,color,other
12151,1,1,number,number,number,number
100824,night,night,other,other,other,other
20212,2,2,number,number,number,number
98781,standing,standing,other,action,action,other
8165,1,few,other,other,number,number
101430,chair,table,other,object,object,other
78464,glasses,people,other,human,object,other
100860,sunglasses,tie,other,object,object,other
51998,blue,blue,other,color,color,other
55751,green,gray,other,color,color,other
43063,blue,blue,other,color,color,other
95974,laptop,laptop,other,object,object,other
100995,kitchen,kitchen,other,location,location,other
8036,1,2,number,number,number,number
42920,blue,blue,other,color,color,other
85276,white,white,other,color,color,other
71649,sky,water,other,object,object,other
37803,standing,standing,other,action,action,other
42535,red,red,other,color,color,other
1572,standing,standing,other,action,action,other
71253,curtain,wall,other,object,object,other
15273,1,1,number,number,number,number
51877,red,blue,other,color,color,other
78990,sign,sign,other,object,object,other
10476,2,2,number,number,number,number
98877,standing,standing,other,action,action,other
100633,winter,winter,other,other,other,other
11231,3,4,number,number,number,number
58100,blue,pink,other,color,color,other
37101,standing,standing,other,action,action,other
12479,many,many,number,number,number,number
17543,2,2,number,number,number,number
6695,yes,yes,yes/no,yes/no,yes/no,yes/no
100786,night,night,other,other,other,other
6831,yes,yes,yes/no,yes/no,yes/no,yes/no
88973,standing,walking,other,action,action,other
69993,chair,chair,other,object,object,other
66738,christmas,christmas,other,other,other,other
68505,building,wall,other,object,object,other
15158,2,2,number,number,number,number
10719,2,2,number,number,number,number
31315,yes,yes,yes/no,yes/no,yes/no,yes/no
44750,blue,blue,other,color,color,other
78135,plate,plate,other,object,object,other
13637,3,3,number,number,number,number
56499,pink,pink,other,color,color,other
28888,yes,yes,yes/no,yes/no,yes/no,yes/no
101352,room,kitchen,other,location,object,other
103243,man,man,other,human,human,other
65611,pink,white,other,color,color,other
57552,red,blue,other,color,color,other
99750,blue,black,other,color,color,other
10861,2,2,number,number,number,number
50805,pink,red,other,color,color,other
64023,green,green,other,color,color,other
93766,standing,standing,other,action,action,other
70538,table,plant,other,object,object,other
88633,standing,standing,other,action,action,other
11336,2,2,number,number,number,number
69455,light,light,other,object,object,other
38627,standing,sitting,other,action,action,other
51808,white,white,other,color,color,other
1541,standing,standing,other,action,action,other
1318,sitting,standing,other,action,action,other
49793,purple,blue,other,color,color,other
91633,microphone,book,other,object,object,other
78417,cup,food,other,object,object,other
28210,yes,yes,yes/no,yes/no,yes/no,yes/no
54992,white,blue,other,color,color,other
98189,wood,wood,other,color,color,other
35818,yes,yes,yes/no,yes/no,yes/no,yes/no
31647,yes,yes,yes/no,yes/no,yes/no,yes/no
11914,3,3,number,number,number,number
66694,couch,chair,other,object,object,other
58409,blue,blue,other,color,color,other
93560,wood,wooden,other,color,color,other
17444,2,2,number,number,number,number
8295,2,2,number,number,number,number
86284,blue,black,other,color,color,other
52304,black,brown,other,color,color,other
46714,pink,pink,other,color,color,other
66724,christmas,christmas,other,other,other,other
38456,standing,standing,other,action,action,other
34626,yes,yes,yes/no,yes/no,yes/no,yes/no
103494,person,doctor,other,other,human,other
42783,blue,blue,other,color,color,other
73972,bed,table,other,object,object,other
39460,wood,wood,other,color,color,other
15040,2,2,number,number,number,number
71324,sky,cloud,other,object,object,other
47922,green,green,other,color,color,other
22105,standing,standing,other,action,action,other
122329,yes,yes,yes/no,yes/no,yes/no,yes/no
2094,yes,yes,yes/no,yes/no,yes/no,yes/no
87095,purple,green,other,color,color,other
68446,wall,window,other,object,object,other
17992,2,2,number,number,number,number
51757,red,red,other,color,color,other
36273,yes,yes,yes/no,yes/no,yes/no,yes/no
77136,cupboard,wall,other,object,object,other
73741,paper,phone,other,object,object,other
103248,person,person,other,human,human,other
13399,2,2,number,number,number,number
53196,black,blue,other,color,color,other
65459,pink,pink,other,color,color,other
74251,bed,bed,other,object,object,other
628,standing,sitting,other,action,action,other
13534,3,2,number,number,number,number
59658,pink,pink,other,color,color,other
97412,wood,brick,other,color,color,other
1808,standing,standing,other,action,action,other
81001,tree,tree,other,object,object,other
40346,door,wall,other,object,object,other
50634,red,red,other,color,color,other
37063,standing,standing,other,action,action,other
83851,red,green,other,color,color,other
7800,1,1,number,number,number,number
92572,sunglasses,glasses,other,object,object,other
80289,picture,picture,other,object,object,other
1074,standing,standing,other,action,action,other
45447,purple,red,other,color,color,other
41996,white,white,other,color,color,other
75879,snow,snow,other,other,other,other
66803,picture,sign,other,object,object,other
57170,white,white,other,color,color,other
62396,pink,pink,other,color,color,other
27017,yes,yes,yes/no,yes/no,yes/no,yes/no
61091,white,white,other,color,color,other
56035,blue,gray,other,color,color,other
39558,sitting,reading,other,action,action,other
55953,blue,blue,other,color,color,other
92344,ground,rock,other,object,other,other
10622,2,1,number,number,number,number
73179,wall,building,other,object,object,other
64746,pink,white,other,color,color,other
71601,wall,wall,other,object,object,other
82318,metal,brown,other,color,object,other
93972,holding,standing,other,action,action,other
37095,standing,standing,other,action,action,other
1199,sitting,standing,other,action,action,other
68567,bookshelf,bookshelf,other,object,object,other
88735,standing,standing,other,action,action,other
56321,blue,green,other,color,color,other
66049,black,blue,other,color,color,other
38571,eating,eating,other,action,action,other
36915,guitar,baseball,other,object,object,other
81727,brown,brown,other,color,color,other
31902,yes,yes,yes/no,yes/no,yes/no,yes/no
30312,yes,yes,yes/no,yes/no,yes/no,yes/no
49870,wooden,purple,other,color,color,other
34215,yes,yes,yes/no,yes/no,yes/no,yes/no
80052,picture,picture,other,object,object,other
53953,black,green,other,color,color,other
89537,standing,standing,other,action,action,other
87505,standing,standing,other,action,action,other
55611,pink,red,other,color,color,other
70651,table,floor,other,object,object,other
93366,open,open,other,action,action,other
34778,yes,yes,yes/no,yes/no,yes/no,yes/no
16186,2,1,number,number,number,number
44801,white,pink,other,color,color,other
37851,standing,standing,other,action,action,other
74362,cloud,cloud,other,object,object,other
24270,yes,yes,yes/no,yes/no,yes/no,yes/no
1142,standing,standing,other,action,action,other
88069,standing,sitting,other,action,action,other
75093,book,book,other,object,object,other
37243,standing,standing,other,action,action,other
39704,standing,standing,other,action,action,other
86220,wood,wooden,other,color,color,other
43184,green,gray,other,color,color,other
101484,ground,grass,other,object,other,other
6711,yes,yes,yes/no,yes/no,yes/no,yes/no
20488,2,2,number,number,number,number
59768,blue,blue,other,color,color,other
30649,yes,yes,yes/no,yes/no,yes/no,yes/no
17801,2,2,number,number,number,number
78443,plate,plate,other,object,object,other
39125,sky,camera,other,object,object,other
59837,pink,pink,other,color,color,other
33320,yes,yes,yes/no,yes/no,yes/no,yes/no
92566,glasses,glasses,other,object,object,other
89069,standing,standing,other,action,action,other
22898,yes,yes,yes/no,yes/no,yes/no,yes/no
76742,curtain,flag,other,object,object,other
82412,purple,blue,other,color,color,other
8644,2,2,number,number,number,number
11164,2,2,number,number,number,number
52262,gray,gray,other,color,color,other
43774,blue,blue,other,color,color,other
88887,standing,standing,other,action,action,other
82132,sidewalk,rug,other,object,location,other
56316,white,red,other,color,color,other
1036,outside,outside,other,location,location,other
73601,tree,people,other,human,object,other
61695,blue,pink,other,color,color,other
92177,building,wall,other,object,object,other
88244,brown,brown,other,color,color,other
76940,table,table,other,object,object,other
98906,standing,standing,other,action,action,other
12467,2,2,number,number,number,number
67251,tree,tree,other,object,object,other
96317,book,ball,other,object,object,other
62373,blue,green,other,color,color,other
7207,yes,yes,yes/no,yes/no,yes/no,yes/no
40360,door,fence,other,object,object,other
7261,sunny,cloudy,other,other,other,other
59392,purple,green,other,color,color,other
63355,white,brick,other,color,color,other
93406,standing,standing,other,action,action,other
89117,standing,walking,other,action,action,other
40354,car,car,other,object,object,other
89405,standing,standing,other,action,action,other
89418,standing,standing,other,action,action,other
48102,red,red,other,color,color,other
71705,wall,wall,other,object,object,other
165144,yes,yes,yes/no,yes/no,yes/no,yes/no
60911,blue,blue,other,color,color,other
63218,green,blue,other,color,color,other
61496,blue,blue,other,color,color,other
103360,person,person,other,human,human,other
30542,yes,yes,yes/no,yes/no,yes/no,yes/no
88788,standing,standing,other,action,action,other
12030,2,2,number,number,number,number
96601,standing,standing,other,action,action,other
10777,2,2,number,number,number,number
102137,stage,stage,other,object,object,other
93719,blue,black,other,color,color,other
94717,sitting,standing,other,action,action,other
43319,blue,blue,other,color,color,other
84212,brown,black,other,color,color,other
31677,yes,yes,yes/no,yes/no,yes/no,yes/no
89766,standing,standing,other,action,action,other
11959,2,2,number,number,number,number
72239,cloud,building,other,object,object,other
75085,book,book,other,object,object,other
738,sitting,standing,other,action,action,other
43664,blue,blue,other,color,color,other
31005,yes,yes,yes/no,yes/no,yes/no,yes/no
88644,standing,standing,other,action,action,other
93837,standing,sitting,other,action,action,other
80075,picture,picture,other,object,object,other
100954,chair,chair,other,object,object,other
8027,2,2,number,number,number,number
100114,livingroom,livingroom,other,location,location,other
12110,2,2,number,number,number,number
15267,2,1,number,number,number,number
88436,standing,standing,other,action,action,other
67203,window,pillow,other,object,object,other
226,yes,yes,yes/no,yes/no,yes/no,yes/no
21041,yes,yes,yes/no,yes/no,yes/no,yes/no
96793,chair,chair,other,object,object,other
104912,yes,no,yes/no,yes/no,yes/no,yes/no
31913,yes,yes,yes/no,yes/no,yes/no,yes/no
27421,yes,yes,yes/no,yes/no,yes/no,yes/no
87068,red,white,other,color,color,other
