question_id,prediction,target,answer_type,small_answer_type_target,small_answer_type_prediction,answer_type_prediction
123547,yes,yes,yes/no,yes/no,yes/no,yes/no
124376,standing,standing,other,action,action,other
124606,no,no,yes/no,yes/no,yes/no,yes/no
126255,no,no,yes/no,yes/no,yes/no,yes/no
126470,yes,no,yes/no,yes/no,yes/no,yes/no
127100,no,no,yes/no,yes/no,yes/no,yes/no
127349,no,yes,yes/no,yes/no,yes/no,yes/no
127790,headphone,hair,other,object,object,other
127935,1,2,number,number,number,number
128604,no,no,yes/no,yes/no,yes/no,yes/no
129116,purple,brown,other,color,color,other
129148,no,no,yes/no,yes/no,yes/no,yes/no
129261,2,2,number,number,number,number
130279,silver,white,other,color,color,other
130381,yes,yes,yes/no,yes/no,yes/no,yes/no
130569,yes,no,yes/no,yes/no,yes/no,yes/no
131149,chair,bed,other,object,object,other
131398,yes,no,yes/no,yes/no,yes/no,yes/no
131547,woman,person,other,human,human,other
132387,yes,yes,yes/no,yes/no,yes/no,yes/no
132974,yes,yes,yes/no,yes/no,yes/no,yes/no
133178,no,yes,yes/no,yes/no,yes/no,yes/no
133272,wood,concrete,other,object,color,other
133744,yes,no,yes/no,yes/no,yes/no,yes/no
134240,yes,yes,yes/no,yes/no,yes/no,yes/no
134432,no,yes,yes/no,yes/no,yes/no,yes/no
135455,yes,yes,yes/no,yes/no,yes/no,yes/no
136255,1,0,number,number,number,number
136885,no,no,yes/no,yes/no,yes/no,yes/no
136932,no,no,yes/no,yes/no,yes/no,yes/no
137479,no,no,yes/no,yes/no,yes/no,yes/no
138287,yes,no,yes/no,yes/no,yes/no,yes/no
138867,no,no,yes/no,yes/no,yes/no,yes/no
139213,box,buildings,other,object,object,other
139634,no,yes,yes/no,yes/no,yes/no,yes/no
139734,yes,yes,yes/no,yes/no,yes/no,yes/no
140237,no,no,yes/no,yes/no,yes/no,yes/no
140318,no,no,yes/no,yes/no,yes/no,yes/no
140757,rectangle,rectangle,other,object,object,other
140879,yes,no,yes/no,yes/no,yes/no,yes/no
141419,flower,nothing,other,other,object,other
141966,no,no,yes/no,yes/no,yes/no,yes/no
142435,yes,yes,yes/no,yes/no,yes/no,yes/no
143466,no,yes,yes/no,yes/no,yes/no,yes/no
143776,red,green,other,color,color,other
143958,no,no,yes/no,yes/no,yes/no,yes/no
144148,no,yes,yes/no,yes/no,yes/no,yes/no
144645,yes,no,yes/no,yes/no,yes/no,yes/no
145479,no,no,yes/no,yes/no,yes/no,yes/no
145550,no,yes,yes/no,yes/no,yes/no,yes/no
145786,yes,no,yes/no,yes/no,yes/no,yes/no
146546,no,no,yes/no,yes/no,yes/no,yes/no
146692,no,no,yes/no,yes/no,yes/no,yes/no
146714,no,no,yes/no,yes/no,yes/no,yes/no
147331,no,no,yes/no,yes/no,yes/no,yes/no
148007,no,no,yes/no,yes/no,yes/no,yes/no
148708,yes,yes,yes/no,yes/no,yes/no,yes/no
149072,yes,no,yes/no,yes/no,yes/no,yes/no
149390,snowy,sunny,other,other,other,other
149576,no,yes,yes/no,yes/no,yes/no,yes/no
149702,no,no,yes/no,yes/no,yes/no,yes/no
150278,yes,no,yes/no,yes/no,yes/no,yes/no
151278,yes,no,yes/no,yes/no,yes/no,yes/no
151430,yes,yes,yes/no,yes/no,yes/no,yes/no
151737,no,no,yes/no,yes/no,yes/no,yes/no
151977,no,no,yes/no,yes/no,yes/no,yes/no
152165,green,green,other,color,color,other
152363,2,2,number,number,number,number
153293,no,yes,yes/no,yes/no,yes/no,yes/no
153476,no,yes,yes/no,yes/no,yes/no,yes/no
153800,yes,yes,yes/no,yes/no,yes/no,yes/no
154280,yes,yes,yes/no,yes/no,yes/no,yes/no
155331,no,no,yes/no,yes/no,yes/no,yes/no
155479,1,0,number,number,number,number
155498,male,female,other,human,human,other
156356,no,no,yes/no,yes/no,yes/no,yes/no
156810,no,no,yes/no,yes/no,yes/no,yes/no
156867,yes,no,yes/no,yes/no,yes/no,yes/no
157334,no,no,yes/no,yes/no,yes/no,yes/no
157780,yes,no,yes/no,yes/no,yes/no,yes/no
159616,no,yes,yes/no,yes/no,yes/no,yes/no
159795,no,no,yes/no,yes/no,yes/no,yes/no
160154,no,no,yes/no,yes/no,yes/no,yes/no
160728,no,no,yes/no,yes/no,yes/no,yes/no
161022,no,no,yes/no,yes/no,yes/no,yes/no
161555,round,real,other,other,other,other
161576,yes,no,yes/no,yes/no,yes/no,yes/no
161910,white,red,other,color,color,other
162448,no,no,yes/no,yes/no,yes/no,yes/no
163325,yes,no,yes/no,yes/no,yes/no,yes/no
164446,no,no,yes/no,yes/no,yes/no,yes/no
165163,no,no,yes/no,yes/no,yes/no,yes/no
165449,no,yes,yes/no,yes/no,yes/no,yes/no
165645,yes,no,yes/no,yes/no,yes/no,yes/no
6,no,yes,yes/no,yes/no,yes/no,yes/no
11,no,no,yes/no,yes/no,yes/no,yes/no
26,no,no,yes/no,yes/no,yes/no,yes/no
35,no,yes,yes/no,yes/no,yes/no,yes/no
40,no,yes,yes/no,yes/no,yes/no,yes/no
56,yes,yes,yes/no,yes/no,yes/no,yes/no
65,no,no,yes/no,yes/no,yes/no,yes/no
68,yes,yes,yes/no,yes/no,yes/no,yes/no
71,yes,yes,yes/no,yes/no,yes/no,yes/no
77,no,yes,yes/no,yes/no,yes/no,yes/no
81,no,yes,yes/no,yes/no,yes/no,yes/no
92,no,no,yes/no,yes/no,yes/no,yes/no
100,no,no,yes/no,yes/no,yes/no,yes/no
120,no,no,yes/no,yes/no,yes/no,yes/no
136,yes,yes,yes/no,yes/no,yes/no,yes/no
178,no,no,yes/no,yes/no,yes/no,yes/no
191,yes,yes,yes/no,yes/no,yes/no,yes/no
201,sitting,sitting,other,action,action,other
204,standing,standing,other,action,action,other
213,standing,sitting,other,action,action,other
224,yes,yes,yes/no,yes/no,yes/no,yes/no
238,no,yes,yes/no,yes/no,yes/no,yes/no
240,yes,yes,yes/no,yes/no,yes/no,yes/no
264,standing,standing,other,action,action,other
279,tall,tall,other,other,other,other
301,parked,parked,other,action,action,other
312,black,black,other,color,color,other
339,no,yes,yes/no,yes/no,yes/no,yes/no
349,yes,yes,yes/no,yes/no,yes/no,yes/no
359,yes,yes,yes/no,yes/no,yes/no,yes/no
385,sitting,sitting,other,action,action,other
391,yes,yes,yes/no,yes/no,yes/no,yes/no
397,yes,no,yes/no,yes/no,yes/no,yes/no
404,yes,yes,yes/no,yes/no,yes/no,yes/no
433,standing,sitting,other,action,action,other
441,sitting,sitting,other,action,action,other
446,standing,standing,other,action,action,other
455,standing,sitting,other,action,action,other
464,standing,standing,other,action,action,other
475,standing,standing,other,action,action,other
497,standing,sitting,other,action,action,other
502,yes,yes,yes/no,yes/no,yes/no,yes/no
527,sitting,standing,other,action,action,other
536,open,open,other,action,action,other
546,no,no,yes/no,yes/no,yes/no,yes/no
555,no,yes,yes/no,yes/no,yes/no,yes/no
557,standing,sitting,other,action,action,other
568,standing,sitting,other,action,action,other
577,no,no,yes/no,yes/no,yes/no,yes/no
580,no,no,yes/no,yes/no,yes/no,yes/no
590,no,no,yes/no,yes/no,yes/no,yes/no
596,sitting,standing,other,action,action,other
602,standing,standing,other,action,action,other
610,on,on,other,other,other,other
618,yes,yes,yes/no,yes/no,yes/no,yes/no
625,yes,yes,yes/no,yes/no,yes/no,yes/no
627,standing,sitting,other,action,action,other
631,standing,standing,other,action,action,other
634,yes,yes,yes/no,yes/no,yes/no,yes/no
643,yes,yes,yes/no,yes/no,yes/no,yes/no
662,standing,standing,other,action,action,other
681,no,cup,other,object,yes/no,yes/no
689,yes,no,yes/no,yes/no,yes/no,yes/no
704,standing,standing,other,action,action,other
715,standing,standing,other,action,action,other
719,standing,standing,other,action,action,other
721,standing,standing,other,action,action,other
728,standing,sitting,other,action,action,other
732,standing,standing,other,action,action,other
741,sitting,sitting,other,action,action,other
751,standing,standing,other,action,action,other
773,no,yes,yes/no,yes/no,yes/no,yes/no
790,yes,no,yes/no,yes/no,yes/no,yes/no
793,no,no,yes/no,yes/no,yes/no,yes/no
804,standing,sitting,other,action,action,other
818,yes,yes,yes/no,yes/no,yes/no,yes/no
826,yes,yes,yes/no,yes/no,yes/no,yes/no
828,no,yes,yes/no,yes/no,yes/no,yes/no
835,no,yes,yes/no,yes/no,yes/no,yes/no
845,yes,yes,yes/no,yes/no,yes/no,yes/no
852,yes,yes,yes/no,yes/no,yes/no,yes/no
856,yes,no,yes/no,yes/no,yes/no,yes/no
861,yes,yes,yes/no,yes/no,yes/no,yes/no
871,book,flower,other,object,object,other
877,book,food,other,object,object,other
888,book,microphone,other,object,object,other
891,no,yes,yes/no,yes/no,yes/no,yes/no
907,yes,yes,yes/no,yes/no,yes/no,yes/no
920,yes,yes,yes/no,yes/no,yes/no,yes/no
930,yes,yes,yes/no,yes/no,yes/no,yes/no
944,yes,yes,yes/no,yes/no,yes/no,yes/no
958,yes,yes,yes/no,yes/no,yes/no,yes/no
969,sitting,sitting,other,action,action,other
974,yes,no,yes/no,yes/no,yes/no,yes/no
980,sitting,sitting,other,action,action,other
991,yes,yes,yes/no,yes/no,yes/no,yes/no
998,standing,standing,other,action,action,other
1001,yes,yes,yes/no,yes/no,yes/no,yes/no
1010,yes,yes,yes/no,yes/no,yes/no,yes/no
1016,indoor,indoor,other,other,other,other
1022,outside,outside,other,location,location,other
1026,inside,outside,other,location,location,other
1036,outside,outside,other,location,location,other
1043,outside,outside,other,location,location,other
1052,yes,no,yes/no,yes/no,yes/no,yes/no
1060,yes,yes,yes/no,yes/no,yes/no,yes/no
1063,yes,yes,yes/no,yes/no,yes/no,yes/no
1068,yes,yes,yes/no,yes/no,yes/no,yes/no
1074,standing,standing,other,action,action,other
1085,ground,sidewalk,other,location,other,other
1091,both,mountain,other,object,other,other
1100,outside,outside,other,location,location,other
1107,yes,yes,yes/no,yes/no,yes/no,yes/no
1112,no,yes,yes/no,yes/no,yes/no,yes/no
1121,yes,yes,yes/no,yes/no,yes/no,yes/no
1129,no,no,yes/no,yes/no,yes/no,yes/no
1132,standing,sitting,other,action,action,other
1138,sitting,standing,other,action,action,other
1142,standing,standing,other,action,action,other
1145,standing,standing,other,action,action,other
1150,standing,standing,other,action,action,other
1159,standing,sitting,other,action,action,other
1163,standing,both,other,other,action,other
1168,sitting,sitting,other,action,action,other
1172,standing,standing,other,action,action,other
1174,standing,sitting,other,action,action,other
1178,standing,sitting,other,action,action,other
1181,sitting,sitting,other,action,action,other
1189,standing,standing,other,action,action,other
1204,sitting,standing,other,action,action,other
1212,standing,standing,other,action,action,other
1218,standing,sitting,other,action,action,other
1233,standing,standing,other,action,action,other
1239,standing,standing,other,action,action,other
1248,sitting,sitting,other,action,action,other
1262,standing,standing,other,action,action,other
1310,standing,standing,other,action,action,other
1326,standing,sitting,other,action,action,other
1340,standing,standing,other,action,action,other
1394,yes,yes,yes/no,yes/no,yes/no,yes/no
1396,front,front,other,other,other,other
1411,sidewalk,sidewalk,other,location,location,other
1425,floor,grass,other,object,object,other
1442,yes,yes,yes/no,yes/no,yes/no,yes/no
1448,standing,sitting,other,action,action,other
1453,standing,sitting,other,action,action,other
1466,standing,standing,other,action,action,other
1490,standing,both,other,other,action,other
1496,standing,standing,other,action,action,other
1510,sitting,sitting,other,action,action,other
1526,standing,standing,other,action,action,other
1535,standing,standing,other,action,action,other
1543,standing,standing,other,action,action,other
1552,standing,sitting,other,action,action,other
1572,standing,standing,other,action,action,other
1574,sitting,sitting,other,action,action,other
1580,standing,sitting,other,action,action,other
1585,standing,standing,other,action,action,other
1588,standing,standing,other,action,action,other
1605,standing,standing,other,action,action,other
1613,standing,sitting,other,action,action,other
1627,standing,standing,other,action,action,other
1632,standing,sitting,other,action,action,other
1640,standing,standing,other,action,action,other
1643,standing,sitting,other,action,action,other
1652,standing,standing,other,action,action,other
1688,standing,standing,other,action,action,other
1691,standing,standing,other,action,action,other
1698,standing,standing,other,action,action,other
1735,standing,standing,other,action,action,other
1765,standing,standing,other,action,action,other
1776,standing,standing,other,action,action,other
1798,sitting,sitting,other,action,action,other
1802,standing,standing,other,action,action,other
1807,standing,sitting,other,action,action,other
1810,standing,standing,other,action,action,other
1841,standing,standing,other,action,action,other
1881,standing,walking,other,action,action,other
1890,walking,standing,other,action,action,other
1904,yes,yes,yes/no,yes/no,yes/no,yes/no
2017,yes,yes,yes/no,yes/no,yes/no,yes/no
2033,yes,yes,yes/no,yes/no,yes/no,yes/no
2038,yes,yes,yes/no,yes/no,yes/no,yes/no
2077,yes,yes,yes/no,yes/no,yes/no,yes/no
2094,yes,yes,yes/no,yes/no,yes/no,yes/no
2120,standing,standing,other,action,action,other
2156,yes,yes,yes/no,yes/no,yes/no,yes/no
2161,no,yes,yes/no,yes/no,yes/no,yes/no
2203,tall,tall,other,other,other,other
2226,yes,yes,yes/no,yes/no,yes/no,yes/no
2252,outside,outside,other,location,location,other
2265,yes,yes,yes/no,yes/no,yes/no,yes/no
2274,yes,yes,yes/no,yes/no,yes/no,yes/no
2277,yes,yes,yes/no,yes/no,yes/no,yes/no
2281,yes,yes,yes/no,yes/no,yes/no,yes/no
2285,yes,yes,yes/no,yes/no,yes/no,yes/no
2307,no,no,yes/no,yes/no,yes/no,yes/no
2343,no,no,yes/no,yes/no,yes/no,yes/no
2351,no,yes,yes/no,yes/no,yes/no,yes/no
2357,no,yes,yes/no,yes/no,yes/no,yes/no
2368,yes,yes,yes/no,yes/no,yes/no,yes/no
2422,yes,yes,yes/no,yes/no,yes/no,yes/no
2434,yes,yes,yes/no,yes/no,yes/no,yes/no
2486,yes,yes,yes/no,yes/no,yes/no,yes/no
2505,yes,yes,yes/no,yes/no,yes/no,yes/no
2540,yes,yes,yes/no,yes/no,yes/no,yes/no
2585,yes,yes,yes/no,yes/no,yes/no,yes/no
2607,yes,yes,yes/no,yes/no,yes/no,yes/no
2769,yes,yes,yes/no,yes/no,yes/no,yes/no
2822,yes,yes,yes/no,yes/no,yes/no,yes/no
2871,yes,no,yes/no,yes/no,yes/no,yes/no
3050,yes,yes,yes/no,yes/no,yes/no,yes/no
3122,yes,yes,yes/no,yes/no,yes/no,yes/no
3143,yes,yes,yes/no,yes/no,yes/no,yes/no
3385,yes,yes,yes/no,yes/no,yes/no,yes/no
3579,yes,yes,yes/no,yes/no,yes/no,yes/no
3981,yes,yes,yes/no,yes/no,yes/no,yes/no
4059,yes,yes,yes/no,yes/no,yes/no,yes/no
4271,yes,yes,yes/no,yes/no,yes/no,yes/no
4312,yes,yes,yes/no,yes/no,yes/no,yes/no
4545,yes,yes,yes/no,yes/no,yes/no,yes/no
4564,yes,yes,yes/no,yes/no,yes/no,yes/no
4768,yes,yes,yes/no,yes/no,yes/no,yes/no
4911,yes,yes,yes/no,yes/no,yes/no,yes/no
4970,yes,yes,yes/no,yes/no,yes/no,yes/no
5037,yes,yes,yes/no,yes/no,yes/no,yes/no
5152,yes,yes,yes/no,yes/no,yes/no,yes/no
5433,yes,yes,yes/no,yes/no,yes/no,yes/no
5528,yes,yes,yes/no,yes/no,yes/no,yes/no
5691,yes,yes,yes/no,yes/no,yes/no,yes/no
5877,yes,yes,yes/no,yes/no,yes/no,yes/no
5996,yes,yes,yes/no,yes/no,yes/no,yes/no
6126,inside,inside,other,location,location,other
6468,standing,sitting,other,action,action,other
6660,yes,yes,yes/no,yes/no,yes/no,yes/no
6667,yes,yes,yes/no,yes/no,yes/no,yes/no
6674,yes,yes,yes/no,yes/no,yes/no,yes/no
6681,yes,yes,yes/no,yes/no,yes/no,yes/no
6688,yes,yes,yes/no,yes/no,yes/no,yes/no
6695,yes,yes,yes/no,yes/no,yes/no,yes/no
6711,yes,yes,yes/no,yes/no,yes/no,yes/no
6722,yes,yes,yes/no,yes/no,yes/no,yes/no
6728,yes,yes,yes/no,yes/no,yes/no,yes/no
6731,yes,yes,yes/no,yes/no,yes/no,yes/no
6745,no,yes,yes/no,yes/no,yes/no,yes/no
6759,no,no,yes/no,yes/no,yes/no,yes/no
6775,yes,yes,yes/no,yes/no,yes/no,yes/no
6786,yes,yes,yes/no,yes/no,yes/no,yes/no
6804,yes,yes,yes/no,yes/no,yes/no,yes/no
6826,yes,yes,yes/no,yes/no,yes/no,yes/no
6831,yes,yes,yes/no,yes/no,yes/no,yes/no
6845,yes,no,yes/no,yes/no,yes/no,yes/no
6901,yes,yes,yes/no,yes/no,yes/no,yes/no
6926,yes,yes,yes/no,yes/no,yes/no,yes/no
6933,yes,yes,yes/no,yes/no,yes/no,yes/no
6987,yes,yes,yes/no,yes/no,yes/no,yes/no
6994,yes,yes,yes/no,yes/no,yes/no,yes/no
7008,yes,yes,yes/no,yes/no,yes/no,yes/no
7032,no,yes,yes/no,yes/no,yes/no,yes/no
7034,yes,yes,yes/no,yes/no,yes/no,yes/no
7050,yes,yes,yes/no,yes/no,yes/no,yes/no
7073,no,no,yes/no,yes/no,yes/no,yes/no
7076,yes,yes,yes/no,yes/no,yes/no,yes/no
7092,no,yes,yes/no,yes/no,yes/no,yes/no
7106,yes,yes,yes/no,yes/no,yes/no,yes/no
7113,yes,yes,yes/no,yes/no,yes/no,yes/no
7138,yes,yes,yes/no,yes/no,yes/no,yes/no
7149,yes,yes,yes/no,yes/no,yes/no,yes/no
7183,no,yes,yes/no,yes/no,yes/no,yes/no
7210,yes,yes,yes/no,yes/no,yes/no,yes/no
7221,no,yes,yes/no,yes/no,yes/no,yes/no
7243,ceiling,many,number,number,object,other
7270,smiling,happy,other,other,action,other
7296,sunny,sunny,other,other,other,other
7312,long,long,other,other,other,other
7332,1,2,number,number,number,number
7361,1,2,number,number,number,number
7383,2,3,number,number,number,number
7411,2,2,number,number,number,number
7419,2,4,number,number,number,number
7492,2,2,number,number,number,number
7561,2,1,number,number,number,number
7578,2,2,number,number,number,number
7588,many,many,number,number,number,number
7594,few,many,number,number,other,other
7612,2,1,number,number,number,number
7655,2,2,number,number,number,number
7675,2,2,number,number,number,number
7686,2,2,number,number,number,number
7719,2,3,number,number,number,number
7732,2,2,number,number,number,number
7737,2,2,number,number,number,number
7748,1,2,number,number,number,number
7757,1,1,number,number,number,number
7764,2,2,number,number,number,number
7782,2,1,number,number,number,number
7800,1,1,number,number,number,number
7809,1,1,number,number,number,number
7823,1,1,number,number,number,number
7830,1,1,number,number,number,number
7844,1,1,number,number,number,number
7849,1,1,number,number,number,number
7863,1,2,number,number,number,number
7882,1,1,number,number,number,number
7921,2,1,number,number,number,number
7938,2,few,other,other,number,number
7960,2,2,number,number,number,number
7966,2,2,number,number,number,number
7976,2,1,number,number,number,number
7990,1,1,number,number,number,number
7993,2,3,number,number,number,number
8014,1,2,number,number,number,number
8036,1,2,number,number,number,number
8054,1,2,number,number,number,number
8136,2,2,number,number,number,number
8171,2,2,number,number,number,number
8215,2,2,number,number,number,number
8276,2,2,number,number,number,number
8308,2,2,number,number,number,number
8350,2,4,number,number,number,number
8377,2,2,number,number,number,number
8393,2,2,number,number,number,number
8414,2,2,number,number,number,number
8427,2,2,number,number,number,number
8462,2,2,number,number,number,number
8496,2,3,number,number,number,number
8510,2,3,number,number,number,number
8527,2,3,number,number,number,number
8541,2,2,number,number,number,number
8551,1,1,number,number,number,number
8558,2,2,number,number,number,number
8572,1,1,number,number,number,number
8582,1,1,number,number,number,number
8599,2,1,number,number,number,number
8611,1,1,number,number,number,number
8627,1,1,number,number,number,number
8646,2,2,number,number,number,number
8695,2,3,number,number,number,number
8746,2,2,number,number,number,number
8766,2,2,number,number,number,number
8784,2,1,number,number,number,number
8795,2,2,number,number,number,number
8832,2,3,number,number,number,number
8857,2,3,number,number,number,number
8883,2,2,number,number,number,number
8885,2,2,number,number,number,number
8924,2,3,number,number,number,number
8948,2,2,number,number,number,number
8965,2,2,number,number,number,number
8981,2,2,number,number,number,number
9012,2,2,number,number,number,number
9049,2,2,number,number,number,number
9085,2,1,number,number,number,number
9087,2,1,number,number,number,number
9099,2,2,number,number,number,number
9146,2,2,number,number,number,number
9151,2,2,number,number,number,number
9163,2,2,number,number,number,number
9178,1,1,number,number,number,number
9201,2,2,number,number,number,number
9219,2,many,number,number,number,number
9225,2,2,number,number,number,number
9243,1,2,number,number,number,number
9250,2,many,number,number,number,number
9291,2,many,number,number,number,number
9316,1,2,number,number,number,number
9374,2,2,number,number,number,number
9410,2,2,number,number,number,number
9445,2,1,number,number,number,number
9473,2,1,number,number,number,number
9545,2,1,number,number,number,number
9713,1,2,number,number,number,number
9747,2,2,number,number,number,number
9945,2,1,number,number,number,number
10196,2,2,number,number,number,number
10231,2,1,number,number,number,number
10248,2,2,number,number,number,number
10262,2,2,number,number,number,number
10267,2,2,number,number,number,number
10272,2,1,number,number,number,number
10282,2,2,number,number,number,number
10291,2,2,number,number,number,number
10303,2,1,number,number,number,number
10317,2,2,number,number,number,number
10326,2,2,number,number,number,number
10366,2,2,number,number,number,number
10405,2,2,number,number,number,number
10417,2,2,number,number,number,number
10423,3,2,number,number,number,number
10430,2,3,number,number,number,number
10444,2,2,number,number,number,number
10451,2,3,number,number,number,number
10461,2,2,number,number,number,number
10475,2,2,number,number,number,number
10477,2,1,number,number,number,number
10489,2,2,number,number,number,number
10498,2,2,number,number,number,number
10510,2,2,number,number,number,number
10537,2,2,number,number,number,number
10541,2,2,number,number,number,number
10544,2,1,number,number,number,number
10549,2,2,number,number,number,number
10580,2,3,number,number,number,number
10584,2,2,number,number,number,number
10588,2,2,number,number,number,number
10600,2,2,number,number,number,number
10608,2,2,number,number,number,number
10617,2,3,number,number,number,number
10622,2,1,number,number,number,number
10639,2,2,number,number,number,number
10652,2,2,number,number,number,number
10662,2,3,number,number,number,number
10698,2,2,number,number,number,number
10711,2,2,number,number,number,number
10720,2,2,number,number,number,number
10746,2,2,number,number,number,number
10755,2,2,number,number,number,number
10768,2,2,number,number,number,number
10776,2,2,number,number,number,number
10802,2,2,number,number,number,number
10829,2,2,number,number,number,number
10842,2,2,number,number,number,number
10846,2,2,number,number,number,number
10857,2,2,number,number,number,number
10866,2,3,number,number,number,number
10880,2,2,number,number,number,number
10899,2,2,number,number,number,number
10912,2,2,number,number,number,number
10938,2,2,number,number,number,number
10952,2,2,number,number,number,number
10963,2,2,number,number,number,number
10986,2,3,number,number,number,number
11001,2,2,number,number,number,number
11039,2,2,number,number,number,number
11091,1,1,number,number,number,number
11100,2,2,number,number,number,number
11123,1,2,number,number,number,number
11126,1,1,number,number,number,number
11155,few,few,other,other,other,other
11164,2,2,number,number,number,number
11198,2,2,number,number,number,number
11231,3,4,number,number,number,number
11244,3,2,number,number,number,number
11250,3,2,number,number,number,number
11258,2,2,number,number,number,number
11299,1,1,number,number,number,number
11321,2,2,number,number,number,number
11369,2,2,number,number,number,number
11395,2,2,number,number,number,number
11409,2,2,number,number,number,number
11420,2,2,number,number,number,number
11428,2,2,number,number,number,number
11444,2,2,number,number,number,number
11472,2,1,number,number,number,number
11488,2,2,number,number,number,number
11501,2,2,number,number,number,number
11521,many,many,number,number,number,number
11541,4,4,number,number,number,number
11549,4,5,number,number,number,number
11570,2,2,number,number,number,number
11572,3,3,number,number,number,number
11580,3,1,number,number,number,number
11596,2,2,number,number,number,number
11625,group,group,other,other,other,other
11632,2,2,number,number,number,number
11651,1,2,number,number,number,number
11665,2,2,number,number,number,number
11696,2,2,number,number,number,number
11714,1,2,number,number,number,number
11749,2,2,number,number,number,number
11764,1,1,number,number,number,number
11780,2,2,number,number,number,number
11794,2,3,number,number,number,number
11815,2,2,number,number,number,number
11822,2,2,number,number,number,number
11829,2,1,number,number,number,number
11836,2,1,number,number,number,number
11842,2,1,number,number,number,number
11868,1,1,number,number,number,number
11878,2,2,number,number,number,number
11907,2,1,number,number,number,number
11914,3,3,number,number,number,number
11938,1,1,number,number,number,number
11944,2,2,number,number,number,number
11958,1,1,number,number,number,number
11980,3,2,number,number,number,number
11984,2,1,number,number,number,number
12003,2,2,number,number,number,number
12011,2,2,number,number,number,number
12014,2,2,number,number,number,number
12034,2,3,number,number,number,number
12040,2,3,number,number,number,number
12051,2,2,number,number,number,number
12069,2,2,number,number,number,number
12075,2,2,number,number,number,number
12085,1,3,number,number,number,number
12097,2,2,number,number,number,number
12099,2,2,number,number,number,number
12110,2,2,number,number,number,number
12125,2,1,number,number,number,number
12132,2,1,number,number,number,number
12149,2,2,number,number,number,number
12165,2,2,number,number,number,number
12167,2,2,number,number,number,number
12178,2,many,number,number,number,number
12186,2,2,number,number,number,number
12203,2,1,number,number,number,number
12215,2,3,number,number,number,number
12233,2,2,number,number,number,number
12247,2,3,number,number,number,number
12249,2,2,number,number,number,number
12264,1,1,number,number,number,number
12299,1,1,number,number,number,number
12310,2,2,number,number,number,number
12318,2,2,number,number,number,number
12327,2,2,number,number,number,number
12346,2,2,number,number,number,number
12360,2,2,number,number,number,number
12366,2,2,number,number,number,number
12374,2,1,number,number,number,number
12389,group,many,number,number,other,other
12399,1,1,number,number,number,number
12406,2,2,number,number,number,number
12412,2,3,number,number,number,number
12418,2,1,number,number,number,number
12444,2,2,number,number,number,number
12456,2,3,number,number,number,number
12467,2,2,number,number,number,number
12476,2,2,number,number,number,number
12486,3,2,number,number,number,number
12496,1,1,number,number,number,number
12517,2,2,number,number,number,number
12533,1,1,number,number,number,number
12541,2,3,number,number,number,number
12570,2,group,other,other,number,number
12600,2,2,number,number,number,number
12613,2,1,number,number,number,number
12629,2,3,number,number,number,number
12650,2,2,number,number,number,number
12668,2,3,number,number,number,number
12679,2,2,number,number,number,number
12686,2,2,number,number,number,number
12708,2,2,number,number,number,number
12732,2,2,number,number,number,number
12739,2,1,number,number,number,number
12745,2,2,number,number,number,number
12752,2,4,number,number,number,number
12757,1,2,number,number,number,number
12772,1,1,number,number,number,number
12788,2,1,number,number,number,number
12799,2,1,number,number,number,number
12811,2,1,number,number,number,number
12818,2,2,number,number,number,number
12827,2,2,number,number,number,number
12836,1,2,number,number,number,number
12843,2,many,number,number,number,number
12852,2,2,number,number,number,number
12865,2,2,number,number,number,number
12894,2,2,number,number,number,number
12917,2,2,number,number,number,number
12937,2,2,number,number,number,number
12960,2,2,number,number,number,number
12970,2,3,number,number,number,number
12988,2,2,number,number,number,number
12995,2,2,number,number,number,number
13012,2,2,number,number,number,number
13022,3,3,number,number,number,number
13034,2,3,number,number,number,number
13041,2,3,number,number,number,number
13060,2,2,number,number,number,number
13071,2,3,number,number,number,number
13079,2,1,number,number,number,number
13095,1,1,number,number,number,number
13105,2,3,number,number,number,number
13135,2,2,number,number,number,number
13144,2,1,number,number,number,number
13154,2,2,number,number,number,number
13183,2,2,number,number,number,number
13189,3,3,number,number,number,number
13259,2,2,number,number,number,number
13302,3,many,number,number,number,number
13315,2,3,number,number,number,number
13355,2,many,number,number,number,number
13388,2,group,other,other,number,number
13397,2,3,number,number,number,number
13400,2,2,number,number,number,number
13432,2,2,number,number,number,number
13447,2,2,number,number,number,number
13461,2,3,number,number,number,number
13512,2,2,number,number,number,number
13533,2,2,number,number,number,number
13538,2,2,number,number,number,number
13542,2,2,number,number,number,number
13557,2,2,number,number,number,number
13573,2,2,number,number,number,number
13594,2,4,number,number,number,number
13622,2,3,number,number,number,number
13631,2,2,number,number,number,number
13638,2,5,number,number,number,number
13651,2,2,number,number,number,number
13672,2,2,number,number,number,number
13696,2,2,number,number,number,number
13714,2,2,number,number,number,number
13720,2,3,number,number,number,number
13730,3,2,number,number,number,number
13736,2,2,number,number,number,number
13772,2,2,number,number,number,number
13825,2,2,number,number,number,number
13842,2,2,number,number,number,number
13904,2,3,number,number,number,number
13930,2,3,number,number,number,number
14075,2,2,number,number,number,number
14095,3,3,number,number,number,number
14256,1,1,number,number,number,number
14311,2,2,number,number,number,number
14479,2,2,number,number,number,number
14554,2,2,number,number,number,number
14754,2,group,other,other,number,number
